CALL #(Item)	TITLE	BARCODE		
005.756 U	Access 2013 for dummies / by Laurie Ulrich Fuller and Ken Cook.	31182020455324		
005.8 D	"Foundations of security : what every programmer needs to know / Neil Daswani, Christoph Kern, and Anita Kesavan."	31182017596890		
005.8 E	"Malware, rootkits & botnets : a beginner's guide / Christopher C. Elisan."	31182019588200		
005.8 G	How personal & Internet security works / Preston Gralla.	31182017260299		
005.8 K	Security simplified : computer internet protection for beginners / Arshad Khan.	31182017667121		
005.8 M	"Is it safe? : protecting your computer, your business, and yourself online / Michael Miller."	31182018220193		
005.8 M	The art of invisibility : the world's most famous hacker teaches you how to be safe in the age of Big Brother and big data / Kevin Mitnick with Robert Vamosi.	31182034169903		
005.8 N	Network security / Rachelle Reese.	31182017836650		
005.8 S	Gray hat Python : Python programming for hackers and reverse engineers / Justin Seitz.	31182018549377		
005.809 S	Breaking and entering : the extraordinary story of a hacker called  Alien  / Jeremy N. Smith.	31182034825157		
005.84 S	"Practical malware analysis : the hands-on guide to dissecting malicious software / by Michael Sikorski, Andrew Honig."	31182019615516		
005.86 G	"Simple computer transfer and backup : don't lose your music and photos / CA, with Eric Geier and Jim Geier."	31182017671941		
005.88 L	Ransomware : defending against digital extortion / Allan Liska and Timothy Gallo.	31182034020486		
006 S	iTunes 6 and iPod : for Windows and Macintosh / Judith Stern and Robert Lettieri.	31182016959651		
006.3 B	"Making things see : 3D vision with Kinect, Processing, Arduino, and MakerBot / Greg Borenstein   [editors: Andrew Odewahn, Brian Jepson   illustrator: Rebecca Demarest]."	31182019588465		
006.3 M	Superminds : the surprising power of people and computers thinking together / Thomas W. Malone.	31182034576073		
006.301 T	Life 3.0 : being human in the age of artificial intelligence / Max Tegmark.	31182034277433		
006.312 L	Uncharted : big data as a lens on human culture / Erez Aiden and Jean-Baptiste Michel.	31182020864954		
006.312 M	"Big data : a revolution that will transform how we live, work, and think / Viktor Mayer-Schönberger and Kenneth Cukier."	31182020876180		
006.312 P	Data science for business / Foster Provost and Tom Fawcett.	31182033598748		
006.454 S	"Talking to Siri : learning the language of Apple's intelligent assistant / Erica Sadun, Steve Sande."	31182020899828		
006.5 B	iPod : the missing manual / [J.D. Biersdorfer with David Pogue].	31182018916204		
006.5 B	iPod & iTunes for dummies.	31182019269942		
006.5 M	"iTunes and iCloud for iPhone, iPad, & iPod touch : absolute beginner's guide / Brad Miser."	31182020900444		
006.6 K	Teach yourself visually Adobe Photoshop Lightroom / Lynette Kent.	31182018309426		
006.6 S	Photoshop CC : the missing manual® / Lisa Snider   foreword by David Pogue.	31182021109730		
006.6 V	"Photoshop elements 14 : tips, tricks & shortcuts / Nick Vandome."	31182033828962		
006.6 W	The non-designer's presentation book : principles for effective presentation design / Robin Williams.	31182034326263		
006.686 B	Photoshop CS5 Book Professional	31182020058011		
006.686 F	Adobe Photoshop CC 2014 release : the official training workbook from Adobe / Andrew Faulkner & Brie Gyncild.	31182021109706		
006.686 G	"Photoshop CS6 essential skills : a guide to creative image editing / Mark Galer, Philip Andrews."	31182019530954		
006.686 H	Microsoft Visio 2013 step by step / Scott A. Helmers.	31182020906938		
006.686 M	Photoshop channels and masks one-on-One / by Deke McClelland.	31182018447721		
006.686 O	Photoshop elements 13 all-in-one for dummies / by Barbara Obermeier and Ted Padova.	31182021148456		
006.686 O	AutoCAD 2018 and AutoCAD LT 2018 : essentials / Scott Onstott.	31182034205780		
006.686 S	"Adobe Creative Suite 6 design & Web premium all-in-one for dummies / by Jennifer Smith, Christopher Smith, and Fred Gerantabee."	31182019587350		
006.686 S	"Photoshop tips, tricks & shortcuts in easy steps / Robert Shufflebotham."	31182034366715		
006.686 S	Adobe Creative Cloud All-In-One / by Jennifer Smith and Christopher Smith.	31182034428176		
006.686 V	"Photoshop elements 2018 : tips, tricks & shortcuts / Nick Vandome."	31182034651850		
006.686 W	"Illustrator CC : 2014 release for Windows and Macintosh / Elaine Weinmann, Peter Lourekas, Chad Chelius."	31182021109185		
006.693 C	Google SketchUp 8 for dummies / by Aidan Chopra.	31182020163985		
006.693 C	SketchUp for dummies / by Aidan Chopra and Rebecca Huehls.	31182034229350		
006.693 V	Blender for dummies / by Jason van Gumster.	31182033663294		
006.696 G	Convert VHS home movies to DVD / John W. Gosney and Brian Lich.	31182016168287		
006.7 B	Drupal for dummies / by Lynn Beighley.	31182019086106		
006.7 B	"Blogs, wikis, Facebook, and more : everything you want to know about using today's internet but are afraid to ask / Terry Burrows."	31182019316685		
006.7 C	"Microsoft Expression Web 2 : introductory concepts and techniques / Gary B. Shelly, Jennifer T. Campbell, Ollie N. Rivers."	31182018450246		
006.7 C	Pinterest for dummies / by Kelby Carr.	31182019424554		
006.7 C	"Build your own website : a comic guide to HTML, CSS, and WordPress / Nate Cooper with art by Kim Gee."	31182021111082		
006.7 D	Future-proof web design : a survival guide / Alexander Dawson.	31182019304608		
006.7 G	Google Blogger for dummies / by Susan Gunelius.	31182019085124		
006.7 H	Blogging for writers : how authors & writers build successful blogs / Robin Houghton.	31182021152573		
006.7 J	Web design all-in-one for dummies / Sue Jenkins.	31182019693950		
006.7 K	Getting started with WordPress : design your own blog or website / Todd Kelsey.	31182020802517		
006.7 M	Above the fold : understanding the principles of successful web site design / by Brian D. Miller.	31182021109714		
006.7 M	"The web designer's idea book. Volume 4 : inspiration from todays best web design trends, themes, and styles / Patrick McNeil, creator of designmeltdown.com."	31182021111108		
006.7 M	"Web design - start here : a no-nonsense, jargon free guide to the fundamentals of web design / Stefan Mischook."	31182033607960		
006.7 N	"Learning PHP, MySQL, JavaScript, and CSS / Robin Nixon."	31182019766202		
006.7 S	WordPress all-in-one for dummies / by Lisa Sablin-Wilson ... [et al.].	31182020684618		
006.7 W	Web design : a beginner's guide / Wendy Willard.	31182019920759		
006.7 W	Creative blogging : your first steps to a successful blog / Heather Wright-Porto.	31182020706783		
006.74 F	"Beginning XML / Joe Fawcett, Liam R.E. Quin, Danny Ayers."	31182019590347		
006.74 H	"HTML, XHTML, and CSS : your visual blueprint for designing effective web pages / Rob Huddleston."	31182018201839		
006.74 L	Beginning HTML & CSS / Rob Larsen.	31182020538673		
006.74 M	"Sams Teach Yourself HTML, CSS, and JavaScript all in one / Julie C. Meloni."	31182019240927		
006.74 M	HTML5 in easy steps / Take Control of the Web Mike McGrath.	31182019304905		
006.74 M	HTML5 programming with JavaScript for dummies / by John Paul Mueller.	31182020902333		
006.74 O	Sams teach yourself HTML and CSS in 24 hours / Dick Oliver and Michael Morrison.	31182016991464		
006.74 S	"HTML, XHTML, and CSS bible / Steven M. Schafer."	31182019002632		
006.74 S	Smashing HTML 5 / Bill Sanders.	31182020143243		
006.74 T	"HTML, XHTML & CSS for dummies / by Ed Tittel and Jeff Noble."	31182020212329		
006.752 B	WordPress in easy steps / Darryl Barlett.	31182033651836		
006.752 B	Blogging for dummies / Amy Lupold Bair.	31182034098813		
006.752 B	Blogging for dummies / Amy Lupold Bair.	31182034775980		
006.752 C	Blog design for dummies / by Melissa Culbertson.	31182020524053		
006.752 M	Teach yourself visually complete WordPress / Janet Majure.	31182020505466		
006.752 M	Wordpress : the missing manual : the book that should have been in the box / Matthew MacDonald.	31182021110126		
006.752 S	Wordpress all-in-one for dummies / by Lisa Sabin-Wilson.	31182034254911		
006.752 S	WordPress for dummies / by Lisa Sabin-Wilson   foreword by Matt Mullenweg.	31182034276690		
006.754 C	Facebook & Twitter for seniors for dummies / by Marsha Collier.	31182021111090		
006.754 M	"Facebook for grown-ups : use Facebook to reconnect with old friends, family and co-workers / Michael Miller."	31182019284339		
006.754 M	My Pinterest / Michael Miller.	31182019470003		
006.754 P	Google+ : the missing manual : the book that should have come with the site / Kevin Purdy.	31182019410660		
006.754 S	The librarian's nitty-gritty guide to social media / Laura Solomon.	31182020506654		
006.76 A	"The Rails view : creating a beautiful and maintainable user experience / John Athayde, Bruce Williams."	31182019410538		
006.76 B	High performance responsive design : building faster sites across devices / Tom Barker.	31182033592238		
006.76 B	Learning javascript / Ethan Brown.	31182033815159		
006.76 K	Developing mobile websites with HTML 5 / David Karlins.	31182021023121		
006.76 M	AWS for developers / by John Paul Mueller.	31182034335520		
006.76 S	Joomla! bible / Ric Shreves.	31182018972967		
006.78 B	WordPress / Jessica Neuman Beck and Matt Beck.	31182019209906		
006.78 M	Create your own website using WordPress in a weekend / Alannah Moore.	31182020538202		
006.78 M	Adobe Dreamweaver CC : 2018 release / Jim Maivald.	31182034652080		
006.78 W	Dreamweaver CC for dummies / by Janine Warner.	31182020538459		
011 M	"1,000 books to read before you die : a life-changing list / James Mustich   with Margot Greenbaum Mustich, Thomas Meagher, and Karen Templer."	31182034671569		
011 R	"The list of books / [compiled by] Frederic Raphael, Kenneth McLeish."	31182007333643		
011.7 K	Vintage reading : from Plato to Bradbury : a personal tour of some of the world's best books / Robert Kanigel.	31182014143704		
011.73 S	Books for living / Will Schwalbe.	31182034146141		
016.65 L	"Literary market place (New York, N.Y. : 1988)"	31182033973271		
016.781 H	"Music lust : recommended listening for every mood, moment, and reason / Nic Harcourt."	31182016781113		
016.791 B	"The animated movie guide / Jerry Beck   contributing writers, Martin Goodman ... [et al.]."	31182016959594		
016.791 L	Leonard Maltin's movie guide.	31182021101976		
016.808 B	The book of books : the great American read / foreword by Meredith Vieira   text by Jessica Allen.	31182034606862		
016.94 D	The World War II bookshelf : fifty must-read books / James F. Dunnigan.	31182016359951		
020 D	"The evolution of library and museum partnerships : historical antecedents, contemporary manifestations, and future directions / Juris Dilevko and Lisa Gottlieb."	31182016813312		
020 F	"Libraries in the information age : an introduction and career exploration / Denise K. Fourie, David R. Dowell."	31182017323360		
020 L	Google's PageRank and beyond : the science of search engine rankings / Amy N. Langville and Carl D. Meyer.	31182019314904		
020 L	Library 2020 : today's leading visionaries describe tomorrow's library / edited by Joseph Janes.	31182020507827		
020 M	"Surviving information overload : the clear, practical guide to help you stay on top of what you need to know / Kevin A. Miller."	31182016813288		
020 M	"Letter to a future lover : marginalia, errata, secrets, inscriptions, and other ephemera found in libraries / Ander Monson."	31182033622779		
020.1 L	The atlas of new librarianship / R. David Lankes.	31182019605145		
020.23 E	Expectations of librarians in the 21st century / edited by Karl Bridges   foreword by Leigh Estabrook.	31182017323402		
020.23 G	What's the alternative? : career options for librarians and info pros / Rachel Singer Gordon.	31182018188937		
020.23 J	"This book is overdue! : how librarians and cybrarians can save us all / Johnson, Marilyn."	31182018980960		
020.23 L	The librarian's career guidebook / edited by Priscilla K. Shontz.	31182017359554		
020.9 G	"The information : a history, a theory, a flood / James Gleick."	31182020225412		
020.92 A	An illuminated life : Belle da Costa Greene's journey from prejudice to privilege / Heidi Ardizzone.	31182017760900		
021.8 R	"For the government and people of this State: a history of the New York State Library, by Cecil R. Roseberry."	31182005469100		
022.3 L	The most beautiful libraries in the world / photographs by Guillaume de Laubier   text by Jacques Bosser   foreword by James H. Billington   translated from the French by Laurel Hirsch.	31182015905325		
025.04 K	Search engine optimization for dummies / by Peter Kent.	31182017187641		
025.04 L	Google powered : productivity with online tools / Jerri L. Ledford.	31182017554006		
025.04 V	The Google story / David A. Vise with Mark Malseed.	31182018308022		
025.042 D	Google secrets : do what you never thought possible with Google / Yvette Davis.	31182019713667		
025.042 O	StumbleUpon for dummies / by Steve Olenski and Nick Robinson.	31182020509146		
025.283 B	Double fold : libraries and the assault on paper / Nicholson Baker.	31182015079857		
025.52 G	"The four : the hidden DNA of Amazon, Apple, Facebook, and Google / Scott Galloway."	31182034366632		
025.54 S	The readers' advisory guide to genre fiction / Joyce G. Saricks.	31182017707331		
025.82 G	Black belt librarians : every librarian's real world guide to a safer workplace / Warren Davis Graham.	31182018457944		
025.82 H	The bad-ass librarians of Timbuktu : and their race to save the world's most precious manuscripts / Joshua Hammer.	31182033899005		
025.84 B	Practical preservation and conservation strategies for libraries / Brian J. Baird   illustrated by Jody Brown.	31182034609049		
027 M	The library at night / Alberto Manguel.	31182018024785		
027.009 B	Library : an unquiet history / by Matthew Battles.	31182015759086		
